from_lncRNA,to_mRNA
MALAT1,MIR145
BCAR4,CDH1
BCAR4,CDH2
BCAR4,VIM
NA,EGR2
NA,MIR20A
NA,MIR138-1
MALAT1,MIR143
H19,DNMT1
H19,MIR152
UCA1,MIR122
Gm20219,EZH2
MALAT1,miR-124
CCAT2,MIR424
MALAT1,miR-101
MALAT1,RAP1B
NA,Ilf3
NA,miRNA-9
TP53TG1,HSPA5
TP53TG1,IDH1
TP53TG1,PKM
PCAT1,CDKN1A
GHET1,CDH1
GHET1,FN1
GHET1,VIM
NBR2,MIR19A
DLEU1,MIR490
KCNQ1OT1,ABCB1
CCDC26,MIR203A
PVT1,MIR497
HOXA11-AS,MIR200A
TUG1,CDH1
TUG1,MMP2
TUG1,MMP9
Meg3,Trp53
MEG3,TP53
HULC,PTGS2
MALAT1,MIR200A
MEG3,MIR127
MIR31HG,HIF1A
NA,AR
NA,BAX
NA,BAX
NA,CCND1
NA,CCND1
NA,CDK4
NA,CDK4
NA,MMP2
NA,MMP2
NA,MMP9
NA,MMP9
H19,FOXO1
H19,SIRT1
NA,Fgf1
NA,Mir199a-2
XIST,MIR140
HNF1A-AS1,MIR214
ELL2,NPR3
GAS5,SMAD3
H19,ALPL
H19,RUNX2
MALAT1,ZEB1
GAS5,MIR196A1
GAS5,MIR205
DANCR,MIR1305
ANCR,CDKN1A
ANCR,CDKN1B
ANCR,EZH2
GAS5,MIR21
HULC,MIR122
Gm4419,Bax
Gm4419,Mir466l
Gm4419,Tnf
LINC00673,MIR150
MALAT1,MIR217
HOTAIR,MIR148B
NA,MIR489
SNHG15,MIR141
HAGLR,MIR19A
CASC15,SOX4
XIST,MIR132
SNHG3,MIR182
TINCR,MIR375
HOTAIR,MIR17
HOXA11-AS,EZH2
FOXC2-AS1,MIR3182
H19,miR-455
PCAT1,MIR122
TPM1-AS,RBM4
CCAT1,MIR130B
CCAT1,MIR152
NA,MIR133B
NA,Esrp2
CASC8,FGFR1
DANCR,ABCG2
DANCR,CD44
UCA1,MIR144
HULC,HMGA2
NA,CADM1
H19,MIR19A
H19,MIR19B1
GHET1,ATF1
NA,CDKN1A
NA,KDM1A
NA,PTEN
H19,DNMT3B
KCNQ1OT1,ADIPOR1
CYTOR,AKT1
CYTOR,CDKN1A
CYTOR,EGFR
CYTOR,FN1
CYTOR,PIK3CB
CYTOR,VIM
NA,CAVIN2
XIAP-AS1,SP1
CRNDE,CDKN1A
CRNDE,DUSP5
PVT1,MIR214
MEG3,MIR21
GNAS-AS1,MIR196A1
GNAS-AS1,MIR23A
GNAS-AS1,MIR24-1
GNAS-AS1,MIRLET7A1
GNAS-AS1,miRNA-9
MIR31HG,FABP4
HAGLR,MIR130A
NEAT1,EZH2
NA,FSD1
ZEB1-AS1,ZEB1
XIST,MIR29C
XIST,MIR200B
NPTN-IT1,ILF3
NPTN-IT1,MIR145
MIAT,MIR150
PVT1,MIR195
MALAT1,miR-30b
CASC9,PDCD4
FEZF1-AS1,CDH1
UCA1,FSD1
UCA1,HES1
SNHG5,ABCC2
SNHG5,MIR205
PCA3,MIR106B
Neat1,Mir122
XIST,miRNA-9
SOX21-AS1,CDKN1C
DUXAP8,PLEKHO1
PCAT1,MYC
BLACAT1,MIR144
H19,SPP1
HOTTIP,miR-101
HOTAIR,MIR326
MALAT1,MIR200C
TUG1,MIR144
5430431A17Rik,miR-30c
TRERNA1,EZH2
HOTAIR,MIR218-1
NORAD,MIR106A
CCAT1,MIR152
PCAT1,FSCN1
PCAT1,MIR145
AFAP1-AS1,MIR212
PCAT1,MIR129-1
SNHG17,CDKN1C
NA,CD40LG
NA,CDK2
VIM2P,MIR27A
VIM2P,MMP13
ILF3-DT,CCDC148-AS1
ILF3-DT,MIR200A
NA,Amhr2
AFAP1-AS1,AFAP1
MALAT1,MIR144
NA,KLF2
CRNDE,MIR384
Gm15290,miR-27b
HOXA11-AS,MIR214
NEAT1,MIR218-1
LINC00941,ANXA2
LINC00941,MIR34A
TUG1,CCND1
TUG1,CDK4
DANCR,NPTN-IT1
XIST,MIRLET7I
CDKN2B-AS1,MIR199A1
NA,EZH2
NA,MIR31
CCAT2,MIR145
NEAT1,MIR34A
LINC00052,EPB41L3
LINC00052,MIR452
PVT1,ABCB1
PVT1,ABCC1
MIR210HG,MIR503
MALAT1,CCAR2
MEG3,TP53
DLEU2,ACE2
MALAT1,MIR320A
NA,CD82
SNHG20,CDKN1A
LINC00511,MIR29B1
NA,MIR93
XIST,MIR29C
LINC00460,MIR149
ZEB2-AS1,MIR27B
MALAT1,CCL2
MIR7-3HG,HNRNPA2B1
TUG1,MIR204
CCAT1,MIR130A
TUG1,EZH2
CCAT1,MIR148B
TUG1,MIR138-1
HAGLR,MIR147A
LINC-ROR,MYC
LINC-ROR,TP53
MIAT,HDAC4
MIAT,MIR29A
Hottip,miR-574-5p
NEAT1,miR-194
XIST,MIR21
SNHG15,miRNA-9
PWAR5,EZH2
HOXA11-AS,MIR125A
PVT1,CASP3
PVT1,CASP9
PVT1,MYC
MIR4435-2HG,BIRC5
MIR4435-2HG,CCNC
MIR4435-2HG,CDK1
MIR4435-2HG,miRNA-9
FENDRR,ABCB1
FENDRR,ABCC1
NA,MIR335
NA,miR-344a-5p
NA,CCND1
BANCR,MIR204
HOTAIR,MIR34A
HOTAIR,CAV1
HEIH,MIR939
SNHG1,CDH2
SNHG1,HOXA4
SNHG1,Notch1
SNHG1,VIM
LUCAT1,MIR375
CASC2,MIR24-1
GACAT3,MIR497
DUXAP9,MIR122
Meg3,Pik3r1
NEAT1,MAPK6
FTH1P3,MIR224
FTH1P3,RAC1
FTH1P3,STAR
MALAT1,MIR218-1
MIAT,MIR214
GAS5,MIR222
MIAT,DUSP7
MIAT,MIR155
NA,Smad7
FENDRR,FOXF1
FENDRR,MMP2
FENDRR,MMP9
H19,PDK1
NA,MIR93
Gas5,miR-181c-5p
NA,CDKN2A
NA,EZH2
NA,SOX11
NA,SUZ12
SNHG1,MIR326
DANCR,p38
NORAD,MIR125A
Meg3,miRNA-9
Chrf,Tgfb1
UCA1,MIR184
SNHG16,MIR216A
CDKN2B-AS1,MIR122
CDKN2B-AS1,MIR122
NA,BAX
NA,BCL2
XIST,ATG7
XIST,MIR17
HOTAIR,MIR331
UCA1,MIR195
CASC2,SOX4
SNHG7,FAIM2
SNHG7,MIR193B
SOX2-OT,MIR122
SOX2-OT,MIR194-1
Pvt1,Mir497
CASC2,MIR193A
NA,PTEN
XIST,TYMS
SNHG12,MIR181A1
SNHG15,EZH2
SNHG15,KLF2
GHET1,KLF2
DLX6-AS1,MIR203A
NEAT1,MIR129-1
NEAT1,CALCR
CYTOR,BCL2
CYTOR,EGFR
CYTOR,BCL2L12
PVT1,miRNA-9
LINC00473,MIR195
MALAT1,MIR23B
HOXA11-AS,mir-124-3p
LUCAT1,MIR200C
H19,MIR130B
CDKN2B-AS1,ABCC1
CDKN2B-AS1,ABCC2
LINC00161,MIR21
LINC00161,MIR590
NA,BCL11A
NNT-AS1,MIR363
ZFAS1,MIR484
PTENP1,PTEN
NEAT1,MIR194-1
HOTAIR,MIR613
NA,MIR215
H19,ABCB1
H19,ABCC4
CCAT1,MIR410
PVT1,ANGPTL4
Rpph1,Mir122
NA,Mir200c
NA,Zeb1
NA,Zeb2
TUG1,MIR145
UCA1,MIR204
EGOT,CCND1
AFAP1-AS1,AFAP1
AFAP1-AS1,KRT1
MALAT1,miR-101
XIST,MIR138-1
H19,MIR29A
SPRY4-IT1,ESRRA
SNHG15,MIR211
Snhg1,miR-15b
UCA1,CCND1
HOTAIR,DNMT1
HOTAIR,EZH2
XIST,MIR130A
HOTAIR,CDKN1A
HOTAIR,FASN
HOTAIR,MMP9
C10orf143,CASP3
C10orf143,CDH1
C10orf143,CDH2
C10orf143,VIM
MT1DP,MT1F
NA,MMP2
NA,MMP9
MIAT,KMT2A
CCAT1,MIR212
SNHG12,NOTCH2
CCAT1,MIR219A1
Gas5,Mafa
Gas5,Pdx1
Meg3,miR-21
PDIA3P1,MIR185
NA,LC3BII
NA,Mir338
LUCAT1,DNMT1
OIP5-AS1,MIR448
NA,MIR216B
Kcnq1ot1,Mir21a
H19,MIR138-1
PVT1,MCL1
TUG1,BAX
LINC00364,STAT3
MALAT1,CD36
Tsix,miR-30b
Tsix,Runx2
ZFAS1,MIR486-1
DANCR,MIR496
GAS5,PPEF1
Tug1,miR-133a
NEAT1,miR-124
HOTTIP,SGK1
NA,SIRT1
PVT1,MIR126
CDKN2B-AS1,MIRLET7A1
CDKN2B-AS1,SMAD2
CDKN2B-AS1,SMAD7
CDKN2B-AS1,TGFB1
UCA1,miRNA-9
PVT1,EZH2
PVT1,MIR200C
GHET1,YAP1
Neat1,Pink1
HNF1A-AS1,MIR17
PCAT1,EZH2
FUNDC2P4,CDH1
NA,MIR381
NA,MIR940
Crnde,Mir384
Gas5,Mir137
AFAP1-AS1,NANOG
AFAP1-AS1,NES
AFAP1-AS1,SMAD2
AFAP1-AS1,SNAI1
AFAP1-AS1,SNAI2
AFAP1-AS1,SOX2
AFAP1-AS1,VIM
AFAP1-AS1,ZEB1
SUMO1P3,CCND1
SUMO1P3,CDH1
SUMO1P3,VEGFA
SUMO1P3,VIM
HOXA-AS2,EZH2
HOXA-AS2,KDM1A
SUMO1P3,MIR320A
SNHG14,MIR203A
SNHG14,WASL
HAGLR,RUNX3
LINC00673,MIR205
LINC00511,MIR765
NEAT1,MIR129-1
HOTAIR,MIR126
TUG1,MIR29C
NA,Cthrc1
NEAT1,MIR448
NEAT1,ZEB1
HOTAIR,MIR15B
TINCR,MIR544A
GAS8-AS1,ATG5
HAGLROS,ATG9A
HAGLROS,ATG9B
HAGLROS,MIR100
HAGLROS,MTOR
HOTAIR,MIR23B
HOTAIR,MIR143
XIST,MIR137
DANCR,FOXO1
MSX2P1,MIR6731
MSX2P1,S100A7
XIST,MIR141
XIST,MIR367
Kcnq1ot1,Kcnq1
LINC00599,MIR185
HAGLR,MIR130A
NA,miRNA-9
H19,E2F1
H19,MIR675
H19,EZH2
H19,MIR138-1
MIAT,CDKN2A
MIAT,MIR150
MIAT,MIR29C
MIAT,MIR302A
MIAT,PTGS2
FLJ22447,IL33
FEZF1-AS1,MIR107
H19,MIR106A
Gm10768,Mir214
NEAT1,MIR506
DLEU7-AS1,armadillo
NA,Mir132
CCND2-AS1,CDH2
CCND2-AS1,VIM
TUG1,MIR145
XIST,MIR140
XIST,miRNA-9
MEG3,MIR211
XIST,MIR195
NA,NLRP3
GAS5,MIR301A
NA,MCAM
MEG3,KDR
DGCR5,EGFR
Xist,Mir34a
NA,SOX4
NA,S1PR1
LINC00320,EZH2
LINC00319,MIR450B
SNHG5,miR-26a
Gm12239,Mir760
HOTTIP,HOXA11
H19,MIR148B
PANDAR,TP53
SNHG16,MIR140
NPTN-IT1,NOTCH1
NEAT1,MIR193B
HOTAIR,RUNX3
NA,MIR489
NA,SIK1
CASC2,RUNX1
CCDC26,KIT
PCBP2-OT1,MAPK1
GAPLINC,MIR34A
MAP3K20-AS1,MIR375
LOC100507600,MIR128-1
LINC-ROR,MIR145
NPTN-IT1,TIMP2
MALAT1,MIR142
BCYRN1,EPCAM
NA,Bcl2
MAPT-AS1,MAPT
HOTAIR,ADAMTS5
AIRN,IGF2R
UCA1,CASP3
SLC7A11-AS1,SLC7A11
LOC90768,LOC90768
LINC01503,DUSP6
NA,MIR24-1
CDKN2B-AS1,SOX2
NA,Mirlet7d
HNF1A-AS1,PTPN6
BCYRN1,DYM
BCYRN1,SMAD3
NORAD,MIR202
HOTAIR,MIR20A
HOTTIP,MIR637
Zfas1,Atp2a2
NA,BRCA2
NA,DPP4
LINC00707,CDC42
LINC01410,MIR532
MALAT1,miR-101
NEAT1,MIR365A
MIAT,MIR34A
CASC15,EZH2
CASC15,WDR5
GAS5,FGF1
GAS5,MIR21
EPB41L4A-DT,TGFBR1
CASC2,MIR144
XIST,MIR137
NA,Mir214
UCA1,MIR96
PVT1,MIR190A
CCAT2,LATS2
CCAT2,MYC
NA,CARD11
SNHG1,TP53
UCA1,YAP1
FEZF1-AS1,NUPR1
CASC9,LAMC2
MALAT1,MIR205
43160,Mir487b
CASC2,MIR212
HCP5,ST6GAL2
NEAT1,MIR106B
UCA1,CXCR4
CASC2,TGFB1
UCA1,MIR206
SFTA1P,TP53
TMEM238L,MIR942
LINP1,KU80
SNHG16,MIR4518
MEG3,EZH2
NA,UNC93B1
NA,SH3GLB1
KCNQ1OT1,miR504
NA,ZNF451
Neat1,Adamts5
Neat1,Mmp13
TUG1,MIR129-1
XIST,MIR155
ZEB2-AS1,BAX
ZEB2-AS1,BCL2
NA,FOXM1
PTCSC3,STAT3
SNHG1,MIR145
NA,MIR93
GACAT3,MIR149
PVT1,MIR26B
LINC00963,FOXO3
NA,TERT
ADPGK-AS1,MIR205
DANCR,MIR577
MALAT1,MIR142
MEG3,MIR21
NNT-AS1,MIR142
LINC-ROR,MIR145
MALAT1,MIR145
MEG3,MIR145
NEAT1,MIR145
TUG1,MIR145
CCAT1,MIR148A
GAS5,MIR148A
H19,MIR148A
HOTAIR,MIR148A
MALAT1,MIR148A
MEG3,MIR148A
NEAT1,MIR148A
TUG1,MIR148A
GAS5,MIR21
MALAT1,MIR21
NEAT1,MIR21
PTENP1-AS,MIR21
TUG1,MIR21
OIP5-AS1,MIR137
OIP5-AS1,MIR148A
OIP5-AS1,MIR22
OIP5-AS1,MIR30A
OIP5-AS1,MIR30B
OIP5-AS1,MIR338
MALAT1,miR-124
MALAT1,MIR143
GAS5,MIR18A
NA,MIR4766
DANCR,MIR335
H19,MIR29B1
MAPK6-DT,MAPK6
ZEB1,MIR214
MIAT,Mir133a-1
OIP5-AS1,MIR369
NA,NONO
MIR503HG,HNRNPA2B1
UCA1,SNAI2
NA,SNAI2
PRNCR1,MIR211
SOX2-OT,miR-194-5p
DGCR5,MIR873
H19,MIRLET7B
CASC15,MIR33A
MALAT1,Mir129
XIST,MIR137
GAS5,MIR21
HOTAIRM1,MIR148A
DANCR,MIR758
LINC00324,FAM83B
MALAT1,MIR206
NA,MIR324
NA,MIR206
CASC15,MIR4310
GAS5,MIR222
SNHG1,CDKN1A
AFAP1-AS1,MIR320A
BDNF-AS,Mir130b
TPT1-AS1,MIR324
NA,Mir204
NEAT1,MIR132
SNHG14,PABPC1
GAS5,MIR182
LINC01260,CARD11
MALAT1,MIR206
SNHG5,KLF4
NEAT1,miR-9-5p
LINC00052,SOX9
HOXA11-AS,MIR454
NA,MIR506
XIST,miR-124
FOXD2-AS1,MIR206
FENDRR,MIR126
NA,Mir199a-2
EFNA3,Mir101a
NA,ICAM1
LINC01133,MIR106A
NA,Mir23b
SNHG12,Mir199a-2
RMRP,MIR206
FALEC,PDK1
HOTAIR,MIR328
NA,MIR422A
NEAT1,MIR128
NORAD,Mir136
HOTAIR,MIR206
SOX2-OT,MIR132
HOTAIR,Mir34a
DGCR5,MIR346
PHLDA1-AS1,TP63
NA,TP63
CRNDE,MIR203A
SNHG12,Mir199a-2
NA,MIR21
MIF-AS1,MIR212
HOTAIR,Mir125
CRNDE,MIR217
DLX6-AS1,miR-181b
CCAT1,MIR490
CRNDE,MIR205
NEAT1,MIR342
MEG3,Mir302a
CYTOR,MIR497
OGFRP1,miR-124-3p
SNHG8,MIR542
MEG3,miR-7-5p
Gm15290,MIR615
PVT1,MIR519D
FLVCR1-DT,MIR573
APTR,MIR132
KCNQ1OT1,Mir138-2
LINC00460,MIR342
XIST,MIR154
RPL13AP20,MIR214
NEAT1,MIR384
LINC00460,MIR338
MALAT1,MIR34A
GAS5,MIR221
MEG3,MIR21
SNHG5,MIR132
SNHG15,MIR211
SOX2-OT,miR‑194‑5p
UCA1,MIR204
DANCR,MIR216A
MALAT1,MIR22
MIR31HG,HIF1A
MIR31HG,P21
XIST,MIR34A
HOTAIR,MIR143
LINC00460,MIR613
NEAT1,MIR107
MALAT1,miR-30
MALAT1,MIR429
UCA1,MIR627
SNHG20,MIR495
TP53COR1,MIR17
MALAT1,MIR558
ZFHX4-AS1,FAT4
DGCR5,MIR195
NEAT1,Mir27b
KTN1-AS1,MIR23C
XIST,MIR494
LINC00324,MIR615
HOTAIR,MIR217
LINC-ROR,MIR206
PCA3,miR‐218‐5p
TUG1,MIR384
MALAT1,MIR22
SNHG1,miR-101-3p
MAFG-DT,MIR339
FBXL19-AS1,MIR431
NA,MIR584
UCA1,MIR206
SNHG5,miR-26a-5p
CASC15,MIR145
TP73-AS1,MIR141
XIST,MIR137
DGCR5,MIR2861
CDKN2B-AS1,AHNAK2
CDKN2B-AS1,CLIP1
CDKN2B-AS1,CXCL11
CDKN2B-AS1,ENC1
CDKN2B-AS1,EZR
CDKN2B-AS1,LYVE1
CDKN2B-AS1,TMEM100
CDKN2B-AS1,TMEM106B
CDKN2B-AS1,TNFSF10
CDKN2B-AS1,WASL
MIAT,MIR150
SNHG16,MIR146A
GAPLINC,MIR331
PVT1,MIR152
CASC9,MIR125A
SNHG6,UPF1
UCA1,MIR582
CASC2,MIR21
CASC2,BCL2
LINC01939,MIR17
SRA1,Mir148b
LINC01305,TNXB
NA,MEF2D
TUG1,MIR29C
TUBA4B,MIR19A
PVT1,MIR217
HOTAIR,MIR126
MALAT1,Mir206
HCP5,MIR299
SNHG1,MIR140
MALAT1,MIR15A
LINC00460,MIR320A
PVT1,MIR143
ADAMTS9-AS2,MIR130A
ZFAS1,MIR10A
TUG1,miR-29b-3p
NEAT1,miR-101-3p
NA,MIR22
ZFAS1,MIR150
LINC00261,MIR558
PCAT1,miR-129-5p
HCP5,MIR139
SNHG7,miR-9
DANCR,MIR216A
LINC00858,MIR22
NEAT1,miR‐133a
LINC01980,GADD45A
NEAT1,MIR335
MIR2052HG,LMTK3
SNHG7,MIR342
NA,BCL2
BCAR4,MIR665
MALAT1,MIR96
EPB41L4A-DT,MIR301A
DGCR5,MIR506
UCA1,MIR28
MIAT,MIR145
KCNQ1OT1,MIR760
UCA1,MIR143
ZFAS1,MIR200B
MAFG-DT,MIR339
DSCAM-AS1,MIR136
TP53COR1,MIR625
LEF1-AS1,MIR544A
MCM3AP-AS1,MIR211
KCNQ1OT1,MIR34A
TCTN2,MIR216B
RMRP,miR‐1‐3p
COPDA1,MS4A1
H19,MIR22
SPRY4-IT1,miR-101-3p
HCP5,miR-128-3p
TRPM2‐AS,MIR195
CCAT1,miR-218
LINC00662,MIR34A
H19,VGF
DLX6-AS1,MIR497
HOXA11-AS,MIR506
CRNDE,Mir136
SNHG7,MIR34A
CASC2,miR-181a
HOXA11-AS,miR-518a-3p
LINC01116,VEGFA
ZEB1-AS1,MIR149
DANCR,MIR214
GAS5,GSTM3
ATXN8OS,MIR204
NEAT1,MIR495
NEAT1,MIR495
TTN-AS1,MIR4677
GAS5,MIR106A
LINC-ROR,MIR145
NORAD,MIR656
H19,miR-138
NPTN-IT1,Mir138-2
MALAT1,Mir144
HCG11,MIR543
NEAT1,miR-124
LINC00525,MIR507
HNF1A‐AS1,MIR149
ZFAS1,MIR432
NEAT1,MIR107
NORAD,MIR155
MALAT1,miR-101-3p
MALAT1,MIR17
UCA1,MIR122
SNHG12,miR‑16
CDKN2B-AS1,miR‐7‐5p
Gm15621,Mir133a-2
SNHG7,MIR378A
ZFAS1,miR-7-5p
TNFSF10,miR‐376‐3p
MIR22HG,miR-24-3p
SNHG20,MIR4486
NBAT1,MIR346
MALAT1,MIR150
CCAT1,miR-218
MIAT,MIR29A
TTTY15,TBX4
SOX2-OT,MIR363
SNHG12,miR-16
SNHG6,ETS1
PTTG3P,MIR383
MALAT1,MIR125B
NEAT1,Mir495
SNHG12,miR-129-5p
NEAT1,MIR181D
SNHG1,MIR382
DUXAP8,MIR577
NEAT1,MIR29A
PVT1,MIR145
MEG3,TRIB2
CASC15,MIR766
SNHG7,MIR381
DLEU1,MIR671
LINC00472,MIR149
LINC00472,MIR4270
SNHG1,miR-16-5p
KCNQ1OT1,MIR326
DSCAM-AS1,MIR338
MALAT1,miR-181a-5p
NCK1-DT,MIR134
HOXA11-AS,miR-124-3p
FLVCR1-DT,YAP1
LINC00460,MIR30A
NA,MIR324
MALAT1,Mir181c
SNHG16,MIR205
MALAT1,miR‐124‐3p
CCAT1,miR‐219
MALAT1,miR-181a-5p
DANCR,miR-135a
MYOSLID,MIR29C
MALAT1,MIR200A
SNHG16,MIR302A
H19,MIR148B
RHPN1-AS1,MIR299
SNHG6,miR-101-3p
CASC2,MIR183
LINC01354,MIR340
LINC-ROR,miR-153-5p
LINC00342,MIR203A
DLEU2,miR-30c
DANCR,MIR145
EGFR-AS1,MIR133B
LINC00645,MIR205
MEG3,miR-7-5p
ZFAS1,MIR296
RHPN1-AS1,MIR625
LINC01419,MIR519B
RPL34-DT,MIR3663
GAS5,MIR222
CCAT1,miR-181a
TTN-AS1,MIR134
XIST,miR‑133a
HOTAIR,MIR17
SNHG4,MIR377
TTN-AS1,miR‑376a‑3p
SNHG8,MIR491
GAS5,Mir221
CRNDE,MIR1277
LINC-ROR,miRNA-135a-5p
MALAT1,MIR145
RPPH1,MIR328
PCAT1,MIR149
SNHG16,MIR17
MEG3,MIR345
PSMG3-AS1,MIR143
MEG3,miR-218
NEAT1,MIR34A
MELTF-AS1,MIR130A
TMPO-AS1,miR‐199a‐5p
TCL6,MIR21
ZFAS1,MIR150
RHPN1-AS1,MIR596
SNHG3,MIR139
MALAT1,MIR140
MALAT1,MIR150
NA,MIR30A
SNHG1,MIR338
TUG1,miR-26a-5p
NA,FGF9
H19,MIR152
DLEU1,MIR4429
H19,Mir185
XIST,Mir133a-2
NEAT1,MIR410
LINC00899,MIR425
MALAT1,MIR154
HCP5,MIR4656
NCK1-DT,MIR137
CRNDE,MIR29C
KCNQ1OT1,MIR185
MBNL1-AS1,miR-135a
H19,miR-138
NA,MIR4715
DLX6-AS1,miR‐199a‐5p
PVT1,Mir187
TUG1,MIR140
CERNA2,MIR621
CYTOR,MIR107
CCAT1,miR-181b-5p
XIST,MIR148A
NEAT1,miR-129-5p
TP73-AS1,MIR494
LINC00682,miR-9
LINC00265,EGFR
NA,MIR18A
CDKN2B-AS1,MIR34A
MCM3AP-AS1,miR-138-5p
PEG10,Mir34a
KCNQ1OT1,miR-9
KCNQ1OT1,MIR193A
RMRP,Mir214
FTX,Mir22
BLACAT1,MIR142
SNHG16,MIR370
MEG3,MIR223
ZFAS1,MIR892B
LINC00511,MIR524
LINC00324,MIR214
MALAT1,MIR202
NEAT1,MIR193A
SNHG5,MIR25
SNHG1,Mir15a
H19,MIR106A
XIST,MIR144
GAS5,MIR34A
DANCR,FOXO1
BACE1‑AS,MIR132
DLGAP1-AS2,YAP1
SNHG1,miR-153-3p
NCK1-DT,MIR137
GAS5,MIR21
PRNCR1,MIR126
KCNQ1OT1,LMX1A
TUG1,MIR216B
NNT-AS1,MIR22
TUG1,MIR148B
TUG1,miR-29b-3p
MALAT1,MIR19B1
HOTAIR,MIR214
GAS6-DT,MIR493
TUG1,MIR21
XIST,MIR375
LNCRNA-ATB,MIR590
MEG3,MIR21
NEAT1,miR-129-5p
LINC00673,MIR504
XIST,Mir132
UCA1,MIR143
PVT1,MIR145
MALAT1,MIR1271
CYTOR,MIR139
SNHG3,MIR328
KCNQ1OT1,miR-124-3p
NNT-AS1,MIR3666
LUCAT1,MIR612
PCGEM1,MIR433
CASC2,PTEN
LINC00449,MIR150
ZEB1-AS1,MIR942
NEAT1,MIR142
SUMO1P3,MIR320A
HOXA11-AS,MIR518B
MIR503HG,MIR489
MIR503HG,MIR625
GAS5,Mir532
HOTAIR,miR-1
HOTAIR,MIR206
LINC00525,MIR338
PVT1,MIR526B
LINC01561,MIR760
HOXA11-AS,MIR148A
HOXB-AS3,MIR875
NKILA,MIR145
UCA1,MIR654
RPL13AP20,MIR335
LINC00261,MIR552
PVT1,MIR17
MALAT1,MIR22
LNCRNA-ATB,MIR204
LINC00460,MIR539
DUXAP8,MIR422A
OIP5-AS1,miR-29b-3p
LINC01234,MIR433
OIP5-AS1,MIR363
SNHG17,miR‑124‑3p
TTN-AS1,MIR15A
MST1P2,MIR133B
DDX11-AS1,MIR873
TUG1,Mir34a
BDNF-AS,MIR125B
NA,MIR22
NEAT1,MIR205
MEG3,miR-424-5p
MALAT1,Mir141
NA,MIR204
GAS5‑AS1,MIR106A
IQANK1,MIR136
FOXD2-AS1,MIR760
MEG3,Mir18
MALAT1,MIR206
CCAT1,miR-218
TUG1,Mir34b
MBNL1-AS1,miR-135a-5p
TRERNA1,FOXL1
NEAT1,MIR23C
DCST1-AS1,MIR605
LINC00662,miR-16-5p
XIST,MIR454
SNHG6,MIR181D
SNHG6,MIR944
PCAT6,MIR543
MALAT1,MIR22
KCNQ1OT1,MIR506
ZFAS1,miR-135a-5p
XIST,MIR21
FTX,PDK1
Gm4419,Mir455
LINC01139,MIR30A
LINC01139,MIR30B
LINC01139,miR-30c
LINC01139,MIR30D
LINC01139,MIR30E
SNHG1,MIR377
XIST,MIR140
LINC00174,MIR320A
MIR155HG,miR-218-5p
MALAT1,MIR374B
SNHG1,miR-181b
SNHG14,MIR206
PVT1,MIR3619
Tincr,Mir31
RC3H2,miR-101-3p
TUG1,MIR142
CRNDE,MIR203A
ZEB1-AS1,MIR205
DUXAP9,MIR29C
OIP5-AS1,miR-153-3p
MCM3AP-AS1,MIR708
LINC00114,MIR203A
MALAT1,MIR384
PVT1,MIR519D
CASC2,MIR222
TUG1,MIR449B
SNHG16,MIR200A
RPL13AP20,miR-29b
DLX6-AS1,MIR4290
SNHG12,BMI1
NA,SUZ12
DLX6-AS1,MIR149
MCF2L-AS1,Mir33
OTUD6B-AS1,MIR183
OTUD6B-AS1,MIR21
H19,MIR18A
SOX2-OT,MIR654
LINC00210,MIR328
PVT1,MIR190A
CYTOR,MIR613
SNHG12,MIR451A
TUG1,MIR142
HAS2-AS1,EPHB3
LINC00963,miR-128-3p
MIR600HG,ALDH1A3
FTX,MIR215
DDX11-AS1,MIR326
MEG3,MIR21
TTTY15,MIR186
FOXC2-AS1,MIR1253
LINC-ROR,MIR6833
XIST,MIR17
ZEB1-AS1,MIR216A
MIAT,MIR150
TUG1,MIR498
NEAT1,miR-16-5p
GAS5,Mir21a
FEZF1-AS1,MIR144
RMRP,MIR766
HOTAIR,Mir20b
PART1,MIR93
MALAT1,MIR17
NORAD,MIR590
XIST,MIR203A
FAS-AS1,MIR19A
H19,MIR19A
XIST,MIR204
H19,MIR140
XIST,MIR142
PGM5-AS1,MIR484
H19,MIR585
SBF2-AS1,MIR362
HAND2-AS1,MIR590
NEAT1,miR-124
PTENP1,MIR19B1
LINC00511,mir-124-3p
AFAP1-AS1,MIR145
KCNQ1OT1,miR‑129‑5p
MIR4435-2HG,miR-128-3p
LINC02620,MIR1303
DSCAM-AS1,MIR577
LINC00313,MIR342
KTN1-AS1,MIR23B
MALAT1,miR-129-5p
CRNDE,MIR146A
AFAP1-AS1,miR-512-3p
HCP5,MIR140
PVT1,MIR3619
OIP5-AS1,MIR27A
XIST,MIR125B
H19,MIR340
NNT-AS1,MIR494
MALAT1,miR-101-3p
OPRM1,MIR30B
OIP5-AS1,MIR377
NEAT1,MIR212
MTSS1,Mir709
DSCAM-AS1,MIR384
SNHG4,Mir423
DNM3OS,MIR204
MIAT,MIR148B
MEG3,MIR93
NNT-AS1,MIR186
LINC00460,MIR342
NEAT1,MIR365A
CACNA1G-AS1,MIR205
ZEB1-AS1,MIR574
SNHG7,miR-34-5p
MEG3,MIR205
AFAP1-AS1,MIR497
NNT-AS1,MIR22
ADAMTS9-AS2,MIR223
KCNQ1OT1,MIR140
MEG3,MIR143
DUXAP8,miR-29
SNHG1,miR-376a
CYTOR,MIR613
TTN-AS1,MIR524
PART1,MIR149
